RIAHJ|276,154,6574||||||870600,883718,885545
B613W|5077,604,67||||||938400,939980,948760
PFAWX|63020,3976,69750||||||914400,920912,929228
VLZJA|13202,7410,3660||||||947400,959901,977189
J4OHH|5583,215,97||||||906000,913986,930939
UBC6A|225484,225479,159322||||||933000,936325,937213
VQ0UF|6571,495,148||||||880800,887385,899243
D10TN|119,66,119||||||928800,932697,935269
IDJ1F|3657,3501,3549,454||||||898200,909987,914909,924355
W0BUP|645,604,299||||||873000,887796,901731
A5BRC|5607,4269,67||||||880200,885797,908964
1KBLN|35067,1374,213||||||937200,948252,954689
NXH6D|20094,2170,115||||||925200,941706,952219
J66CN|5571,5310,745,1125||||||886200,894655,905847,922267
7PAUK|1081,1258,1010||||||892200,900427,902922
R7K45|5971,3549,495,454||||||947400,950433,961982,971233
SLOC8|18561,94,4952||||||865800,875882,876812
LWQ1Q|3498,45,5081,6574||||||931800,949255,959298,976698
7JLL3|31313,115,15526,94,5191,412||||||864600,876510,896296,917420,936191,956976
14X78|44301,4766,4696,12600||||||936000,937188,946881,953540
TU9QO|195918,3976,69758||||||925800,927954,935132
3TZUE|89929,41704,3976,63073||||||915000,917517,920117,928859
9JP50|1192,1477,174||||||927600,929504,947941
U8EZK|3488,416,3912||||||946800,949751,959656
MQFY4|3154,65,153||||||943800,946122,952556
CZZL3|1478,1450,94||||||945000,948150,955853
3V47X|45832,454,2525||||||898800,904406,917541
8YL9I|1762,4494,4090||||||907200,913748,919953
UBV9T|2115,97,1894||||||877800,900713,907817
C14OR|4489,12600,4696||||||933000,940583,941079
KSAUA|23410,280,83,2006||||||937200,949923,951157,969222
6Q64U|1019,4494,1762||||||911400,919675,921543
PGSLX|5580,3414,5580||||||927600,932032,935434
0SQ1Z|3501,3549,154,158,3976||||||912600,915921,927681,935801,947609
KV38Y|19102,2170,174||||||947400,974154,991575
UXY9O|4605,4489,6828||||||943800,953459,964029
P77XA|3902,836,2006||||||870600,886825,888814
823TV|44301,4766,249||||||867600,867464,875132
4D7WU|2006,153,56||||||911400,918522,926302
N35UK|67,66,119||||||865200,890573,891685
UOVOU|597,692,880||||||891000,895001,898446
WI8HY|4269,889,3488||||||899400,911106,938931
M045V|707,1034,1762||||||895200,897176,901360
7YFIK|6164,5919,3587||||||879000,898584,911534
OJ7GT|3168,5923,3557||||||880200,890440,892601
TNZXQ|1450,66,119,97||||||928200,939160,939540,958880
4GSU5|5639,249,214||||||942000,955740,969002
1EC89|970,1013,737||||||880200,892600,904811
1532G|4269,115,66||||||877800,892914,900788
QUVER|148,56,65||||||943800,947311,954952
YS4FM|3549,6718,3976||||||880800,891199,899326
ZR1KF|412,540,836||||||888000,889314,893819
PAKEA|390158,2115,1894,2110||||||870000,894382,909530,916970
KNRL5|13539,20206,2170||||||938400,953368,962622
9GDTH|520,3644,153||||||899400,898896,902088
JE965|715,1013,970||||||866400,873107,874195
6YVW3|52077,3976,52069||||||903000,907983,917217
K9CQL|3902,3871,3498||||||877800,906160,914949
55AB7|6145,94,10591||||||921600,939432,949810
TUFLA|190659,3976,4008||||||918600,925956,934594
M1L8O|8506,65,3657||||||942600,960957,972343
Z84F3|214,4489,4696||||||942600,957012,966394
3QYBG|645,4090,1034,66||||||872400,882393,886669,915100
8MEES|43520,214,4489||||||914400,926142,943792
4PLLG|115,1192,115||||||870000,880600,898041
JFA7N|65254,1013,67||||||942000,959952,969712
V9DOR|18290,495,159||||||934800,948763,948321
LC702|6407,56,5910,16230||||||928800,930862,940534,942801
ZPE2Y|298846,3976,69750||||||929400,935311,942367
J1H1A|18290,31668,3912,148||||||942600,953339,965421,967242
3DLA0|35067,1374,213||||||937200,948572,956209
1OU1F|89929,52327,3976||||||923400,929824,931975
NPFU1|145793,56,11158,9132||||||897000,903149,921582,926474
E2JNC|15117,1762,715||||||886800,896217,902321
R8JS5|20206,2170,6210||||||885600,893939,907009
7H0PO|1192,155,15703||||||927600,927106,932452
94SGF|50543,14458,3976||||||935400,956440,960885
Y0GX6|15703,155,416||||||868800,869944,876340
QZGH2|225485,225482,225484||||||949800,956237,955421
DKV54|3587,436,6574||||||873600,880990,880525
KJUPQ|106039,3976,47626,112429,3976,41704,296142,14458||||||925200,928349,934980,935905,943127,952371,959370,965728
812CP|5154,3549,3671||||||876000,876461,882659
2PY34|2516,6638,1762,604||||||946800,967515,972466,972410
A85HI|5268,1478,94||||||868800,868438,890923
HDGOK|300957,3976,14458||||||898200,900838,906969
OJMES|3414,162,6951,16234||||||937800,943855,944417,944368
IYT1R|183524,5563,3156||||||943200,967895,982422
XPKU5|159322,225485,225482||||||930000,950368,958765
I9ZQ7|216,67,880||||||874200,892510,901248
TF273|130969,52327,3976||||||886800,890192,891989
XX6FZ|502,3156,3501||||||892800,905291,912463
PAVAJ|4316,174,4269||||||935400,948552,958866
3HRCR|2006,454,4015||||||900600,907052,908620
Z7MKN|546,23475,6300||||||866400,875592,884466
ZL4PS|5919,2576,745,127||||||892800,910562,912324,917444
2798P|41704,52327,3976||||||906000,910311,913712
D9F5Z|3271,129,3766||||||868800,880046,901209
BNH36|5583,52069,3976,14458,3976||||||885000,895965,901847,906880,911988
ROA6L|19102,30210,889||||||923400,935375,960429
1ZYX5|1284,67,215||||||927600,942889,953722
N57LW|857,67,66,56,745,2006,127||||||889800,901683,927003,932447,942070,953478,957199
W5861|320,16230,31668||||||897600,908216,923140
HPXZN|40264,23592,94,11||||||877200,888239,895617,922746
GWDFO|645,1010,737||||||878400,881687,891467
GFBHI|20383,4260,67||||||891600,902228,919589
K6CNG|112429,270791,3976||||||903600,914237,918634
HWMMJ|4429,249,214||||||916800,928438,942144
Y4WTH|110914,3976,41704,3976||||||904800,911398,919962,924599
7AFY7|300957,4008,81874||||||925200,938574,940426
I3ZRR|19102,2170,1450||||||865800,892966,904737
61ZZ2|34948,35067,1374||||||910200,935305,944285
YE3AJ|1344,1019,67||||||869400,873093,876782
B7C5K|40264,23592,90||||||873000,881848,884719
W8EIR|5886,34948,35067,1374||||||901200,911983,939623,947861
3D1BC|270791,47626,46899||||||895800,897409,909084
J1WEA|3600,3140,95||||||900000,900709,917355
UIB3Z|43520,6828,4429||||||868200,871974,872788
IF9GF|5426,174,94||||||886200,895110,915570
N1A7K|69750,3976,69750||||||944400,949474,956892
ZDN9S|45832,56,6407||||||874800,882247,886999
X8K6R|52199,3976,41704||||||917400,922052,930670
VP4JS|106039,7268,3976,41704||||||931800,936768,941932,951633
GYZIE|69770,41704,270791||||||907200,909952,916590
XXLWH|31313,7697,889||||||919200,930290,949006
MNRD7|416,155,115||||||942600,949651,964015
IVBCN|3557,158,3587||||||922200,925926,939930
TQCH9|3530,5923,153||||||945600,955575,959812
JEE1B|2170,3271,67||||||942000,949385,969761
KAUXG|148,2525,66||||||945000,949075,956632
XZFY9|69750,3976,106039||||||885000,889122,896327
UJY44|190659,52069,7268||||||904200,903331,929992
1MZPL|4008,69750,3976||||||913200,915711,919372
PY7N4|4008,3976,52077,3976||||||871200,875691,882462,887638
R5ZFJ|5563,276,66||||||865200,867012,885419
2XLMJ|5583,52069,63020,52069||||||915000,925151,932177,938265
AYEJE|3530,3660,2525||||||928200,928042,931853
VHROR|997,215,2499||||||932400,946419,955208
CPMVI|106039,7268,3501,296||||||889800,894817,900434,911425
T542Q|2574,2499,67||||||924000,949589,962430
79UJ9|5013,3600,3140,3549||||||894000,900185,900870,903614
M5V2W|836,56,3912||||||937800,943832,952017
F7WO9|45,66,2525,495||||||876000,879822,890171,893596
A6G5K|52077,3976,47626||||||939600,944287,951658
GDI21|34948,35067,1374||||||910200,938388,949321
GNPW3|23592,151543,26100||||||928200,941074,969427
NYFA9|276,4015,3912||||||883200,884278,891864
R7S0Y|3501,16230,154||||||916200,922433,929633
6K1CN|390157,3759,2110||||||944400,956845,962107
PXRGM|1554,4260,909||||||877800,880568,888723
28F7K|3377,94,3377||||||877800,879093,878483
9KW51|11158,495,153||||||882000,890025,901855
8Z1R5|15675,3488,2499||||||866400,881996,904040
N7MC3|502,95,3549||||||890400,896181,901585
3P5F3|634,1284,1297||||||945600,953567,962178
23R4J|1894,2111,97||||||936600,942107,951467
I15CQ|6492,8543,127||||||901200,911756,913456
L84H9|18387,454,154||||||910200,924177,928521
XJA3W|154,56,65||||||864000,868176,877835
A88XL|390158,2115,97||||||870000,893721,914020
50UHE|66,436,540||||||908400,913126,924190
VFCPD|17,56,154||||||877200,880041,891805
R3Y2C|4260,67,215||||||877800,895808,906207
X6JMR|5310,16230,3501||||||885000,888983,890151
N9EM9|1862,624,737||||||866400,871998,880503
889E3|836,158,3587||||||888000,902590,918532
6M8WN|1862,624,69||||||871800,878095,886041
TPEGP|81874,54770,3976||||||937200,949068,952665
BD4W1|2819,997,67,1450||||||868200,874562,882666,905021
YHV2U|89929,3976,63073,3976||||||893400,897089,903877,907564
PAWS4|54773,3976,4008||||||921600,925035,934449
0KJ5G|17669,7663,17678||||||946200,956172,961807
98XK3|6492,8543,7750||||||883800,892630,892919
VGP21|6407,745,465,17,5923,66||||||948000,950137,952812,963009,964457,974625
ZQYAH|1128,174,67,2170,13539||||||869400,887890,902882,921487,926768
8BKH8|3671,296,5154,94||||||889800,899833,908101,911673
D1X4N|159,3377,56,495||||||933000,938396,960108,972671
FCPKJ|5971,6460,7410,65||||||934200,949882,965084,968617
AWPQS|7268,52069,3976||||||943200,947896,952939
HB54L|328871,67,31313,1735||||||901800,903522,919450,927401
KLUT6|162,215,7697||||||938400,963629,980718
H2CBV|83,135,153||||||882600,887987,890075
0HO5Q|4260,909,645||||||868200,875743,881700
8OS23|7697,67,66||||||871200,892990,917694
T5OPH|520,3657,3890,158||||||864000,865926,874772,896760
TJ1HA|105449,52100,25140||||||933600,936070,939859
1BO3Q|153,6059,5344||||||946800,954593,954884
QGKNF|5910,12741,94||||||948000,967724,993467
2B3EZ|17669,963,115||||||875400,877827,889803
LM659|12741,94,1128,174||||||880800,905997,917457,935885
XYEO2|7739,3735,477,6460,745||||||865800,884787,884615,885660,889111
L9THI|3168,153,254,5013,129,18387||||||937800,960868,965548,983215,1009368,1013634
PS1F3|16244,3976,69770,3976||||||915600,921280,927475,930711
WBURS|6145,56,153,745,254||||||930000,937210,943258,951937,955063
AIQ5S|67,857,939||||||945000,954878,965465
FTPYC|158,16234,1478||||||910200,922049,936458
363TX|1258,1010,1344||||||945000,949164,954737
21KHI|4622,4090,67||||||943200,951292,957087
NCZ7W|41537,2807,17669,7663,17678||||||937800,944485,963621,974795,980872
UOFWB|6407,6571,3501||||||916200,925330,952568
J2BS4|106039,3976,69751,3976||||||868800,873623,883945,890820
7V62C|6951,16234,6951||||||865200,865744,865297
4DMC2|2170,6210,66||||||934200,948074,960513
7SLY8|3976,69750,3976,69750||||||940200,947924,951902,961440
SYWDR|4622,1010,1344||||||883200,896458,903066
KOLPD|314818,41704,3976||||||914400,914238,918109
V50HY|939,215,67||||||941400,949165,959636
EEKDK|4256,6638,67,692||||||912600,918311,921567,933138
UUJ7K|3377,94,30210||||||921600,923128,939710
NM5C5|26100,23592,7268||||||894600,896028,897490
NTBZ3|305734,41704,305734||||||915000,925605,927170
I4OGU|142841,4090,1034||||||893400,907522,911887
BOCHV|18986,2499,97||||||877800,899456,910939
M3N50|41539,52327,41704||||||921000,922097,926389
CNPTT|5886,34948,35067||||||901200,911284,939231
KG8CY|1034,4498,5426||||||877800,891764,902874
CFDTF|5886,34948,35067,1374,213,5639||||||901200,909973,936214,946678,954153,958393
9K9XJ|1762,737,1284||||||870600,870105,881343
D8Y0Z|5563,8157,296,56,2006||||||944400,949605,951962,958318,969106
TT21T|5287,184808,3557||||||948000,957657,966681
DJ8D3|3156,56,745||||||925200,952820,959616
1I4EH|7739,5344,7739,8157||||||931800,948416,952909,980473
ONQAH|270782,130969,3976,4008,3976,54770||||||891000,893317,896407,906631,912960,921160
DV5QI|6164,179281,495,3140,296||||||945600,948066,960319,963633,987468
1GDFG|35067,1374,213,249||||||937200,947799,956087,957304
GTVCQ|3660,11158,495||||||870000,875890,882366
KAF2D|604,1554,634||||||877800,882945,887319
4ADQT|3871,3498,94||||||878400,889133,901946
ZJ02K|54773,14458,69750||||||873600,884688,890267
D3RRJ|390157,2118,3759||||||944400,968436,967971
MLKTO|270791,3976,270024,3976,47626||||||876600,882055,892491,899727,907759
J7SUJ|31313,115,5191,67||||||874800,886613,901964,919128
VWGZL|477,495,66793||||||948000,955249,961105
TISN9|84524,43520,4458||||||918600,947003,952993
S35H1|6210,94,963||||||924600,935427,947305
PQ4DD|154,477,5910||||||940800,941852,945851
CLK0N|3660,127,23475||||||879000,883590,896983
QYOJ4|5310,745,56,154||||||919800,932588,937662,946570
PK2U4|213,963,97,1450||||||877800,881233,895734,915783
OZRJU|692,737,604||||||895800,902325,904232
OL1N7|1450,3488,4269,857,29463,7268||||||894000,901620,916558,938097,942984,955587
0SBJ6|184808,454,148||||||888000,890855,891870
P0LW3|184808,3660,3671,277||||||948600,953216,959873,962592
S8CHK|115,963,41537||||||924000,936750,943878
T8XWF|3939,3549,5971||||||943800,947962,952775
88D0T|5580,1478,1450,963||||||939000,947384,951210,963336
PM09D|3912,83,277||||||875400,881363,885367
YKJEA|3671,56,5910||||||868200,875812,883678
JNGVS|3154,65,495,36||||||943800,945310,949039,953535
QRDU9|67,215,3766||||||913800,922403,939801
33WDB|2101,997,1034||||||871200,900323,908001
5UWB8|215,66,153||||||874200,898308,909156
95FUF|153,159,56||||||944400,948166,954222
NCH4H|45832,66793,45832||||||894000,893941,894366
OP335|836,4015,65||||||947400,950680,957277
D5VLG|3671,5969,153,2525||||||874800,883446,886441,893747
CRMIG|17,184808,3660,6951,135||||||901200,913742,916098,934390,945012
MHKEJ|3178,154,2574||||||882000,897754,902793
13ZP8|298846,3976,270024||||||933000,939720,948741
O0KX8|6169,52069,63020,52069||||||894000,905421,914892,921529
0D4NR|1034,2499,857||||||946200,957993,972744
FTQ9Y|2905,2499,97,174||||||875400,884999,898173,910195
Q6GXB|110914,3976,190659||||||931200,934653,943020
NUKQO|6574,3557,3498||||||878400,892556,895605
XSM4N|715,913,970||||||866400,870432,878936
5CH9U|1072,1257,67||||||946200,950296,957406
6NS52|179281,8014,6059||||||933000,943724,955572
BBQHY|1258,1010,715||||||899400,905161,904012
MFBR5|270791,41704,3976||||||915600,916444,919429
6J4P9|35067,1374,213,5639,44301||||||937200,945631,953664,957334,962328
03MZS|745,127,6059,3277||||||866400,871642,879128,890604
8AZ9O|23592,94,963||||||928200,934112,946954
3ITDD|7663,41537,17678,7663||||||868800,880460,884406,888515
HG55O|502,95,3498||||||933000,937273,937545
OZOZE|85,6300,54,66||||||932400,950743,954544,972782
GYBLV|23592,40264,23592||||||928200,950620,959135
LWVNE|6059,495,5910,5969||||||939600,946320,949506,958203
6F5UE|5520,94,2170||||||939600,957260,969221
K88QX|35067,1374,213||||||937200,945615,953464
FNSAZ|11158,56,3501||||||949800,956994,964896
6HH8Z|7957,7410,154,158,153||||||870600,885084,894113,899532,909299
E71WO|1478,10544,1478,154||||||930000,933491,945205,962728
MF3G1|2589,11158,5971||||||868200,877107,879210
ADLUS|6571,45,3657||||||886800,888758,895311
9AMXU|63020,47626,3976||||||938400,948902,955233
RXFJQ|3657,153,56||||||898800,906978,916155
GBSJ7|26100,23592,7268||||||894600,895268,896299
FS4EB|6145,56,495||||||874200,882310,892356
KA9SS|145793,745,5971||||||947400,959814,972405
CJ19S|3766,97,66||||||876600,884983,903290
1HJFD|11,3498,158||||||928200,940358,954334
F8VUT|45,158,23475,6574,56,454||||||885600,886235,888567,896098,907814,914010
ONLDX|270791,3976,4008||||||885600,889059,898679
L1JR2|89929,41704,3976,63073||||||898200,898636,904184,914003
PYIVX|5154,56,3912||||||874800,887057,895863
AXVQC|97,963,94||||||898800,912854,926872
M3BQ6|1762,67,4256||||||912600,920174,922697
J1Q3Q|8519,3501,3671,127||||||945600,947419,947375,951802
1XFA2|477,6407,16234,2525,3657,520||||||865200,868400,882942,885118,887696,891481
6J6AG|939,67,1762||||||948000,957777,964038
O8ES0|18986,7697,174,4269,939||||||937800,944199,956894,966877,984497
DYO8Z|3488,4269,67||||||942600,959227,983215
428A4|95,3549,148||||||936000,943849,957261
PDI47|5191,2574,162||||||885000,902964,902964
3PFI1|179281,745,3912||||||928800,943864,949687
XOJD7|3271,66,4015||||||945600,959126,969132
LKL4H|110914,3976,69750||||||880200,884776,894124
UTCPX|2516,645,1284||||||872400,879222,898763
CXN2E|5971,2006,836||||||867600,885066,885880
V3UJA|162,2006,56,65||||||864600,870100,873125,883493
4BX95|1156,67,970,604,692,737||||||945600,956283,968726,973752,975432,980414
EQF0Q|647131,46899,52069||||||919200,942726,950839
6VJ9K|2905,1034,715||||||895200,901200,902793
TDHDX|2101,997,2170,6210||||||871200,899727,916246,930059
ZO7M8|1477,31313,7268||||||931200,950087,952805
I3VI4|9590,215,67,215,15526||||||933000,944135,953640,962658,980970
B07G2|300957,52327,69758||||||879600,883768,888052
C1AM0|6169,3976,300957||||||900000,906120,918019
4N3AJ|135,2525,7410||||||870000,877240,884271
SNCH1|46899,3976,46899||||||936000,941670,951658
BZXI4|1894,2115,2110,2118||||||882000,893194,895521,914448
BXFV7|2741,857,2499||||||936600,950966,968319
KQAR7|73,272,745,2525,56||||||865200,886155,899124,902203,907627
3RMG3|658560,190659,52077||||||883200,887664,893600
797BU|6407,495,3174,5969||||||930600,934973,945081,950719
IUVJ2|1478,10544,1478||||||894000,898303,909589
189VU|81874,3976,69750||||||913200,915455,923092
WKR78|5969,745,495,745||||||888600,893797,896030,901791
GX7YJ|52077,3976,41704||||||914400,920161,929956
5TUZ6|8639,8014,5919||||||940800,954346,970384
A78E9|6571,54,3277||||||933000,936507,952306
IJ7Q7|3498,436,127||||||936000,942411,952948
785R8|24887,52100,52145||||||923400,925208,927770
F645H|277,3939,7410||||||940800,942803,957285
4MHXS|249,5639,213,5639||||||910200,919800,921072,925086
N5QHX|1735,97,963||||||917400,934040,950085
TJDH2|5520,296,8157,16242||||||946800,954354,960197,977551
RIIQG|52327,3976,63073||||||888000,891857,899080
UWFIA|119,30210,963,97||||||945600,960779,975728,991026
JMU5O|5971,56,745,3912||||||927000,934106,940529,945771
TXSNH|5083,66,2006||||||938400,954387,963101
C2IBJ|20206,2170,3377,94||||||868800,878673,893313,894017
YMDPV|2574,963,67||||||924000,936276,957950
NQA0J|4952,7410,495||||||876600,891073,895874
18YR2|5250,20383,1297||||||940200,953894,956324
RR49H|7268,1128,963,1450||||||924600,937646,948701,960216
QSETI|40264,43084,26100||||||942000,947814,960832
A85BE|254,836,963||||||885600,902503,928230
LQY2I|2741,857,13329||||||936600,950845,974245
4PIKN|2589,3178,495||||||878400,882767,885193
TH4OQ|183524,6460,495||||||947400,972271,974028
VODMR|213,963,2574||||||877800,879435,888521
CJF64|4696,4429,4458,43520||||||912600,934726,947806,953951
SRF04|502,520,3939,153||||||881400,884454,893771,898696
04Z4V|225479,159322,225485||||||930000,928809,948819
H3XP9|2111,2118,97||||||943200,949007,967495
IAW66|12600,4696,4605||||||864600,865956,869050
6Y6UY|135,153,454||||||885600,889338,896095
LO8OI|880,604,1762||||||939000,944530,951935
L3BSB|298846,69751,3976||||||915000,920135,928202
TYGX8|5923,154,8519||||||936000,950670,954415
P72T4|52069,3976,270024,3976||||||926400,929887,940837,949690
Y779A|215,7697,889||||||864000,882200,901850
6N9OO|40264,23592,90,2574||||||949800,959272,963411,973700
2E8GZ|45953,52100,45953||||||902400,903982,909281
QZXTG|3849,94,10591||||||930000,941372,950544
GZIAB|69,1297,67||||||877800,892685,902668
TOUIF|110682,215,66||||||880200,892022,915703
WTCM2|1018,174,97||||||876600,893948,908203
F124V|5607,4269,4316,97||||||894000,901601,903082,916798
E5EZF|35067,1374,213||||||937200,948536,958409
28GNU|1128,1450,1478||||||930000,939119,941370
01U6K|2525,6059,7410,745,153||||||887400,891415,897960,901554,907756
UH17J|624,1284,4494||||||900600,913426,915462
H6IDY|65254,1013,970||||||942000,958947,960952
O1LCK|5607,4269,4316||||||893400,900168,899411
KWUOU|1072,4494,3501||||||900000,911174,919506
5M9J9|8014,3277,54||||||885600,897646,905223
O0J4E|1128,7697,2807||||||920400,933751,937741
OB0JY|270024,54770,47626||||||895800,906789,914707
1F2GQ|216,707,909,4494,1762||||||873000,873793,884030,887623,889976
4ABP1|83,2525,277,4015||||||946200,953057,962245,962386
7O2CV|5268,5580,3414,97,2110||||||943800,952330,957629,980040,988973
WFYEG|130969,3976,52327||||||915000,919890,930828
95UZY|300957,3976,110914,47626,3976,63020||||||900000,903104,911905,912625,918036,929345
TBQGL|6571,8639,6951,16234||||||948600,967210,982613,985504
OSA6S|315967,3976,52069||||||900600,905597,911977
SJ21G|6571,5971,127,745,179281||||||926400,934660,950249,965383,971296
1XVEU|3557,6718,6059||||||923400,931785,944391
M1FKN|35067,1374,213||||||937200,946753,954268
GLB04|5971,8014,7410||||||896400,913376,928109
M6DY0|4316,7697,2170,67||||||929400,937240,948079,967789
QOJUP|5520,10591,6460,1450||||||934800,953081,976452,1004122
MIXZN|15703,155,5154||||||947400,949887,967073
UJQPB|22811,997,67,707||||||942000,956989,963625,973657
CF2R8|8639,16234,6951,16234||||||877200,895697,897791,898347
399UE|45832,5081,6059||||||928800,957551,960206
61KPF|104533,3140,3557||||||873600,894226,899037
K5A38|495,7410,296||||||886800,894451,900257
RNG3G|5969,2525,56,277||||||866400,870173,875599,890061
CBWM6|4015,454,254||||||872400,877346,879269
YCGWD|6145,5910,5520||||||945000,956495,983579
QHEQK|5013,9132,8157||||||888000,890019,895775
28COQ|5091,66,436||||||876600,891575,896733
VWJ7T|3976,296142,3976||||||921000,928540,933820
SHCFC|17669,7663,17678||||||877800,888812,893278
SPFOZ|29463,44301,4766||||||937800,954992,956321
5R8VO|9590,215,4498||||||933000,945438,956137
E2UWF|65,745,2006||||||941400,944920,955393
ZFFZQ|66793,148,280,56||||||886200,895252,899153,908303
1SQXZ|45,3549,436,3557,45,3644,3140||||||886200,904489,910605,913870,935324,947686,959797
XK12K|15117,4090,1762,1034||||||867000,873487,878944,883521
RUAP1|4605,47626,52069,3976,47626||||||877200,892578,899913,904127,911675
5MXVW|19102,2170,4269||||||923400,952357,964732
CL5P9|3890,153,66||||||895200,897872,905867
A6ZOW|1258,939,215||||||899400,900756,908072
KFD9J|127,3871,5910,745||||||874200,894820,901784,901743
VWXZM|190659,52077,3976||||||908400,915035,921124
042DN|3759,2110,2115||||||874800,880010,895412
EXDW6|81874,3976,7268,3976,305734,52327||||||891600,894361,906486,910326,918706,918551
XYT9R|63073,3976,69750||||||879600,884484,891277
MOYQJ|7739,3735,3657||||||933600,952698,970599
FCEC8|477,6300,66||||||936000,954835,959076
4QL7K|2741,857,2170||||||945000,961016,982051
TLCXL|624,1862,216,4090,1762||||||870600,872142,877621,881653,886382
7SCPA|15117,216,737||||||872400,892509,895582
QLCEQ|7957,3140,745,148,66||||||878400,903566,914071,915966,923252
5NH1X|106039,3976,89929,52327||||||923400,929406,940884,943949
QCU5W|1894,97,66||||||911400,927092,943665
YSWE7|20514,56,5081||||||865200,877106,883385
F61DM|6571,5971,7410,296||||||942000,949065,968411,975094
KHV09|48309,2894,2215||||||932400,933111,937148
GHLU8|3849,128,56||||||878400,889538,894416
3MJQH|454,3660,6393,153||||||880800,888717,895106,904700
774CH|3766,67,880||||||949200,967368,977668
AM8NF|234526,7410,154||||||877200,890617,898339
XNI7G|277,2006,148||||||928200,935862,937487
STBH3|2574,115,2170||||||877800,886858,900067
PT9M7|2111,97,1894||||||948000,958931,964185
RDLZT|69751,3976,47626||||||947400,953519,962335
RCERS|89929,41704,3976||||||935400,937173,942264
ROB3K|272,154,148,3660,94,3377,18986||||||933600,938090,941071,950085,969172,969118,986014
FED9Q|52199,3976,41704,3976||||||910800,914061,924099,928986
SILB5|9132,234526,7410,65||||||934800,940540,952958,957700
KNU13|50543,52100,45953||||||913200,926898,932415
8COEA|15117,880,604||||||865800,867679,871391
2VXO3|2006,16230,94,963||||||934200,942255,953987,968240
S1XNP|7750,94,8014||||||934200,942988,956784
1RN9U|12741,3600,745||||||893400,896705,902970
2BS7K|54,56,6571||||||932400,936621,946252
ON8KR|5520,296,23475,3871||||||879600,885719,887451,912466
