user_maia_bittner|745,153,495|dr5rsr,dr5rgb,dr5rsr|Parks&Outdoors:Other-Parks&Outdoor,Shops:Technology,Shops:Food&Drink:Grocery/Supermarket|35,35,36|7,7,1|65,78,0|1283721751,1283733151,1283750026
user_philippe_surber|66,495,153|dr5x1p,dr5rsr,dr5rgb|Travel:Airport,Shops:Food&Drink:Grocery/Supermarket,Shops:Technology|16,16,16|6,6,6|66,74,85|1303594907,1303602204,1303611947
user_jayant_pichamuthu|154,56,454|dr5ru6,dr5ru2,dr5rud|Travel:Subway,Food:CoffeeShop,Travel:TrainStation|7,7,7|1,1,1|72,73,75|1266279213,1266279833,1266281813
user_david_klein|153,56,454|dr5rgb,dr5ru2,dr5rud|Shops:Technology,Food:CoffeeShop,Travel:TrainStation|23,23,23|2,2,2|81,83,84|1276046255,1276048273,1276049062
user_david_klein|66,56,153|dr5x1p,dr5ru2,dr5rgb|Travel:Airport,Food:CoffeeShop,Shops:Technology|34,34,34|5,5,5|43,44,70|1282924193,1282925233,1282949009
user_calvin_chu|94,963,857|dr5rzn,dp3qz9,c23jbu|Travel:Airport,Travel:Airport,Travel:Airport|24,24,24|3,3,3|53,64,86|1276712461,1276722719,1276742174
user_mike_odea|56,153,495|dr5ru2,dr5rgb,dr5rsr|Food:CoffeeShop,Shops:Technology,Shops:Food&Drink:Grocery/Supermarket|23,23,23|4,4,5|79,84,0|1276217717,1276222105,1276233064
user_peter_kim|495,94,1450|dr5rsr,dr5rzn,drt3pb|Shops:Food&Drink:Grocery/Supermarket,Travel:Airport,Travel:Airport|35,35,35|5,5,5|53,80,85|1251483716,1251507994,1251512416
user_peter_kim|94,495,1450|dr5rzn,dr5rsr,drt3pb|Travel:Airport,Shops:Food&Drink:Grocery/Supermarket,Travel:Airport|13,13,13|3,3,4|71,73,2|1270076196,1270077697,1270099926
user_ryan_hinricher|66,745,495|dr5x1p,dr5rsr,dr5rsr|Travel:Airport,Parks&Outdoors:Other-Parks&Outdoor,Shops:Food&Drink:Grocery/Supermarket|10,10,10|5,5,6|68,93,2|1268435476,1268457936,1268462224
user_alfred_falciani|56,153,745|dr5ru2,dr5rgb,dr5rsr|Food:CoffeeShop,Shops:Technology,Parks&Outdoors:Other-Parks&Outdoor|14,14,14|6,6,6|69,74,84|1270938411,1270942239,1270951980
user_dave_schumaker|67,66,745|9q8vzp,dr5x1p,dr5rsr|Travel:Airport,Travel:Airport,Parks&Outdoors:Other-Parks&Outdoor|40,40,40|2,2,3|62,87,15|1254256537,1254279493,1254300429
user_matt_todd|2170,94,153|djgzqs,dr5rzn,dr5rgb|Travel:Airport:Plane,Travel:Airport,Shops:Technology|42,42,42|3,3,3|62,76,83|1255553066,1255564822,1255571542
user_jonathan_vu|66,56,153|dr5x1p,dr5ru2,dr5rgb|Travel:Airport,Food:CoffeeShop,Shops:Technology|28,28,28|4,4,4|47,74,88|1279212837,1279237379,1279249821
user_chris_brook|495,745,153,56|dr5rsr,dr5rsr,dr5rgb,dr5ru2|Shops:Food&Drink:Grocery/Supermarket,Parks&Outdoors:Other-Parks&Outdoor,Shops:Technology,Food:CoffeeShop|38,38,38,38|4,4,4,4|63,64,69,91|1285274732,1285275981,1285280868,1285300692
user_remington_guest|56,495,153|dr5ru2,dr5rsr,dr5rgb|Food:CoffeeShop,Shops:Food&Drink:Grocery/Supermarket,Shops:Technology|14,14,14|2,2,2|67,73,84|1270590600,1270596474,1270605674
user_remington_guest|56,495,11158|dr5ru2,dr5rsr,dr72h8|Food:CoffeeShop,Shops:Food&Drink:Grocery/Supermarket,Home/Work/Other:Gym/Fitness:Gym|3,3,3|4,4,5|65,89,2|1295562228,1295583442,1295591455
user_remington_guest|454,495,56|dr5rud,dr5rsr,dr5ru2|Travel:TrainStation,Shops:Food&Drink:Grocery/Supermarket,Food:CoffeeShop|6,6,6|1,1,2|70,93,8|1297121428,1297142323,1297152201
user_remington_guest|745,56,11158|dr5rsr,dr5ru2,dr72h8|Parks&Outdoors:Other-Parks&Outdoor,Food:CoffeeShop,Home/Work/Other:Gym/Fitness:Gym|7,7,7|3,3,3|80,90,95|1297908818,1297917685,1297922162
user_emerson_damasceno|66,154,454|dr5x1p,dr5ru6,dr5rud|Travel:Airport,Travel:Subway,Travel:TrainStation|35,35,35|4,5,5|81,1,15|1283476930,1283491222,1283504242
user_patrick|745,153,154|dr5rsr,dr5rgb,dr5ru6|Parks&Outdoors:Other-Parks&Outdoor,Shops:Technology,Travel:Subway|16,16,16|4,4,4|80,82,85|1271984787,1271986881,1271989529
user_regina_walton|56,454,11158|dr5ru2,dr5rud,dr72h8|Food:CoffeeShop,Travel:TrainStation,Home/Work/Other:Gym/Fitness:Gym|20,20,20|3,3,3|53,72,74|1274293362,1274310676,1274312222
user_regina_walton|454,56,11158|dr5rud,dr5ru2,dr72h8|Travel:TrainStation,Food:CoffeeShop,Home/Work/Other:Gym/Fitness:Gym|27,27,27|4,4,5|79,86,4|1278636607,1278643059,1278655615
user_shinya_ichinohe|52327,3976,69750|xn774c,xn7751,xn77hk|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|3,3,3|5,5,5|20,22,29|1264158804,1264159806,1264166866
user_shinya_ichinohe|52327,3976,41704|xn774c,xn7751,wyjfr5|Travel:TrainStation,Shops:DepartmentStore,Travel:TrainStation:Train|21,21,21|5,5,5|8,9,39|1275030248,1275030921,1275058610
user_pavel_kesada|46899,106039,3976|sv8zk1,ucfv1n,xn7751|Uncategorized,Travel:TrainStation:Train,Shops:DepartmentStore|30,30,30|4,4,4|62,66,70|1280435730,1280439651,1280443352
user_pavel_kesada|16244,106039,3976|dr5x9s,ucfv1n,xn7751|Uncategorized,Travel:TrainStation:Train,Shops:DepartmentStore|35,35,35|4,4,4|78,78,78|1283474104,1283474124,1283474141
user_eric_andersen|66,56,1450|dr5x1p,dr5ru2,drt3pb|Travel:Airport,Food:CoffeeShop,Travel:Airport|19,19,19|3,4,4|92,6,21|1273723664,1273732608,1273746289
user_niniane_wang|153,66,2170|dr5rgb,dr5x1p,djgzqs|Shops:Technology,Travel:Airport,Travel:Airport:Plane|33,33,33|5,5,5|70,78,90|1250289622,1250296572,1250307781
user_jason_scott|454,66,215|dr5rud,dr5x1p,9q5c1e|Travel:TrainStation,Travel:Airport,Travel:Airport|29,29,29|3,4,4|82,1,25|1279762730,1279776315,1279797721
user_bobby_s|153,745,495,56|dr5rgb,dr5rsr,dr5rsr,dr5ru2|Shops:Technology,Parks&Outdoors:Other-Parks&Outdoor,Shops:Food&Drink:Grocery/Supermarket,Food:CoffeeShop|18,18,18,18|5,5,5,5|64,74,77,81|1273266429,1273275621,1273277922,1273281426
user_jp_kim|46899,3976,52069|sv8zk1,xn7751,wydm9x|Uncategorized,Shops:DepartmentStore,College&Education:Bookstore|35,35,35|1,1,1|30,30,39|1283171982,1283172141,1283180067
user_jp_kim|153,52069,3976|dr5rgb,wydm9x,xn7751|Shops:Technology,College&Education:Bookstore,Shops:DepartmentStore|44,44,44|3,3,3|25,38,62|1288783452,1288794712,1288816393
user_jp_kim|745,3976,66,94|dr5rsr,xn7751,dr5x1p,dr5rzn|Parks&Outdoors:Other-Parks&Outdoor,Shops:DepartmentStore,Travel:Airport,Travel:Airport|45,45,45,45|4,4,5,5|57,79,12,34|1289507373,1289527065,1289552440,1289572222
user_james_hervey|857,963,2170|c23jbu,dp3qz9,djgzqs|Travel:Airport,Travel:Airport,Travel:Airport:Plane|24,24,24|7,7,7|53,76,91|1245003600,1245024770,1245038288
user_kirill_ka|106039,46899,3976|ucfv1n,sv8zk1,xn7751|Travel:TrainStation:Train,Uncategorized,Shops:DepartmentStore|31,31,31|4,4,4|43,61,71|1281023688,1281040131,1281049101
user_mikhail_geisherik|46899,3976,106039|sv8zk1,xn7751,ucfv1n|Uncategorized,Shops:DepartmentStore,Travel:TrainStation:Train|26,26,26|3,3,3|40,61,85|1277910346,1277929512,1277950853
user_mikhail_geisherik|16244,3976,106039|dr5x9s,xn7751,ucfv1n|Uncategorized,Shops:DepartmentStore,Travel:TrainStation:Train|31,31,31|5,5,5|50,73,83|1281116129,1281136979,1281146202
user_mikhail_geisherik|106039,46899,3976|ucfv1n,sv8zk1,xn7751|Travel:TrainStation:Train,Uncategorized,Shops:DepartmentStore|35,35,35|5,5,5|26,29,35|1283513530,1283516187,1283521995
user_ichikawa_yuichi|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|4,4,4|4,4,4|13,17,17|1264670722,1264673918,1264674108
user_ichikawa_yuichi|52327,3976,69750|xn774c,xn7751,xn77hk|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|6,6,6|2,2,2|14,16,22|1265708606,1265709938,1265715265
user_ichikawa_yuichi|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|10,10,10|4,4,4|3,27,44|1268290355,1268311893,1268327069
user_mas_daq|69750,3976,41704|xn77hk,xn7751,wyjfr5|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation:Train|5,5,5|7,7,7|22,25,28|1265542892,1265545054,1265548063
user_mas_daq|41704,3976,69750|wyjfr5,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|27,27,27|6,6,6|25,29,48|1278761234,1278764817,1278781356
user_mas_daq|52327,41704,3976|xn774c,wyjfr5,xn7751|Travel:TrainStation,Travel:TrainStation:Train,Shops:DepartmentStore|40,40,41|7,7,1|90,95,1|1286768415,1286773097,1286774701
user_voyager_vision|52327,130969,3976|xn774c,xn76fg,xn7751|Travel:TrainStation,Travel:TrainStation:Train,Shops:DepartmentStore|4,4,4|2,2,2|59,59,60|1264538816,1264539285,1264539825
user_voyager_vision|52327,41704,130969,3976|xn774c,wyjfr5,xn76fg,xn7751|Travel:TrainStation,Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|4,4,4,4|5,5,5,5|57,57,58,60|1264796173,1264796217,1264797176,1264798976
user_meghan_mccormick|1450,94,56|drt3pb,dr5rzn,dr5ru2|Travel:Airport,Travel:Airport,Food:CoffeeShop|31,32,32|7,1,1|89,0,5|1281323764,1281330155,1281334620
user_mizuman|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|35,35,35|7,7,7|23,36,49|1283683957,1283695516,1283707369
user_mizuman|41704,130969,3976|wyjfr5,xn76fg,xn7751|Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|39,39,39|6,6,6|10,32,37|1286005451,1286024850,1286029496
user_maiki_mai|41704,3976,69750|wyjfr5,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|34,34,34|6,6,6|16,22,22|1282986239,1282991728,1282992252
user_anton_nikitin|16244,3976,106039|dr5x9s,xn7751,ucfv1n|Uncategorized,Shops:DepartmentStore,Travel:TrainStation:Train|30,30,30|3,3,3|22,48,77|1280313642,1280336751,1280363223
user_gakujin_hirasuna|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|20,20,20|3,3,3|21,22,27|1274264857,1274265662,1274269944
user_gakujin_hirasuna|41704,3976,69750|wyjfr5,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|28,28,28|4,4,4|13,15,47|1279182185,1279184030,1279212418
user_gakujin_hirasuna|41704,130969,3976|wyjfr5,xn76fg,xn7751|Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|41,41,41|6,6,6|18,34,48|1287222098,1287235977,1287249243
user_dmitry_ufaev|106039,3976,46899|ucfv1n,xn7751,sv8zk1|Travel:TrainStation:Train,Shops:DepartmentStore,Uncategorized|29,29,29|4,4,4|68,70,73|1279836186,1279838037,1279840966
user_jennifer_sandidge|56,153,154|dr5ru2,dr5rgb,dr5ru6|Food:CoffeeShop,Shops:Technology,Travel:Subway|34,34,34|5,5,5|72,88,92|1282950375,1282964778,1282968228
user_alice_dia|41704,52327,3976|wyjfr5,xn774c,xn7751|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore|8,8,8|4,4,4|30,42,54|1267104887,1267115753,1267127094
user_smokeymonkey_highness|52327,3976,69750|xn774c,xn7751,xn77hk|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|7,7,7|6,6,6|8,15,30|1266653416,1266659732,1266672946
user_fujino_yukitsugu|41704,3976,69750|wyjfr5,xn7751,xn77hk|Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|19,19,19|7,7,7|0,0,10|1273986361,1273986741,1273995163
user_jazznotjazz|52327,3976,69750|xn774c,xn7751,xn77hk|Travel:TrainStation,Shops:DepartmentStore,College&Education:AcademicBuilding|4,4,4|5,5,5|4,4,22|1264748706,1264749243,1264764816
user_jazznotjazz|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|8,8,8|5,5,5|51,51,64|1267210348,1267210544,1267221737
user_jazznotjazz|130969,52327,3976|xn76fg,xn774c,xn7751|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore|13,13,13|2,2,2|48,58,60|1269968787,1269977987,1269979934
user_jazznotjazz|69750,130969,3976|xn77hk,xn76fg,xn7751|College&Education:AcademicBuilding,Travel:TrainStation:Train,Shops:DepartmentStore|23,23,23|3,3,3|56,57,60|1276110675,1276111460,1276113601
user_jazznotjazz|41704,52327,3976|wyjfr5,xn774c,xn7751|Travel:TrainStation:Train,Travel:TrainStation,Shops:DepartmentStore|26,26,26|4,4,4|56,57,59|1278011609,1278012496,1278013887
user_jazznotjazz|52327,69750,3976|xn774c,xn77hk,xn7751|Travel:TrainStation,College&Education:AcademicBuilding,Shops:DepartmentStore|39,39,39|4,4,4|1,23,25|1285824370,1285844000,1285845424
user_osamu_iwasaki|69750,3976,52327|xn77hk,xn7751,xn774c|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation|3,3,3|2,2,2|2,2,3|1263883165,1263883271,1263884004
user_kazu_skywalker|130969,3976,41704|xn76fg,xn7751,wyjfr5|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation:Train|30,30,30|3,4,4|95,16,45|1280378745,1280394271,1280420630
user_xenop|41704,3976,130969|wyjfr5,xn7751,xn76fg|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation:Train|29,29,29|7,7,7|10,12,26|1280043763,1280045037,1280057627
user_xenop|130969,52327,41704|xn76fg,xn774c,wyjfr5|Travel:TrainStation:Train,Travel:TrainStation,Travel:TrainStation:Train|52,52,52|4,4,4|53,60,61|1293736993,1293743616,1293744567
user_yuriy_gladkiy|16244,106039,46899|dr5x9s,ucfv1n,sv8zk1|Uncategorized,Travel:TrainStation:Train,Uncategorized|6,6,6|5,5,5|17,17,43|1297419683,1297419846,1297442782
user_26|3976,52327,130969|xn7751,xn774c,xn76fg|Shops:DepartmentStore,Travel:TrainStation,Travel:TrainStation:Train|3,3,3|5,5,5|26,27,38|1264163419,1264164828,1264174328
user_26|41704,3976,52327|wyjfr5,xn7751,xn774c|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation|3,3,3|6,6,6|33,34,60|1264256730,1264257030,1264281024
user_26|130969,3976,52327|xn76fg,xn7751,xn774c|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation|4,4,4|3,3,3|29,34,58|1264598511,1264603027,1264624878
user_26|41704,130969,3976,69750|wyjfr5,xn76fg,xn7751,xn77hk|Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore,College&Education:AcademicBuilding|5,5,5,5|2,2,2,2|9,11,12,17|1265098653,1265101015,1265101204,1265106146
user_26|52327,3976,41704|xn774c,xn7751,wyjfr5|Travel:TrainStation,Shops:DepartmentStore,Travel:TrainStation:Train|21,21,22|7,7,1|89,92,16|1275276483,1275278825,1275296442
user_26|130969,41704,3976|xn76fg,wyjfr5,xn7751|Travel:TrainStation:Train,Travel:TrainStation:Train,Shops:DepartmentStore|22,22,22|6,6,6|38,52,52|1275748772,1275761348,1275761504
user_26|69750,3976,41704|xn77hk,xn7751,wyjfr5|College&Education:AcademicBuilding,Shops:DepartmentStore,Travel:TrainStation:Train|24,24,24|3,3,3|12,16,40|1276676078,1276679368,1276700991
user_26|130969,3976,41704|xn76fg,xn7751,wyjfr5|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation:Train|34,34,34|1,1,1|30,30,46|1282566759,1282566923,1282581615
user_26|52327,3976,41704,69750|xn774c,xn7751,wyjfr5,xn77hk|Travel:TrainStation,Shops:DepartmentStore,Travel:TrainStation:Train,College&Education:AcademicBuilding|44,44,44,44|4,4,4,4|17,19,34,37|1288862863,1288864203,1288878215,1288880616
user_26|130969,3976,41704,52327|xn76fg,xn7751,wyjfr5,xn774c|Travel:TrainStation:Train,Shops:DepartmentStore,Travel:TrainStation:Train,Travel:TrainStation|51,51,51,51|5,5,5,5|31,31,34,35|1293198987,1293199063,1293201569,1293202018
