GQ7P7|270024,63073,69751,3976||||||892200,897329,901050,909606
SAEXM|3912,56,127||||||872400,878366,881041
RC11E|7268,3976,106039||||||934800,939586,949860
W9IN0|963,2807,963||||||922800,935197,941468
QBB3X|127,436,127||||||883200,891739,911113
Z1OF6|154,2006,154||||||865200,873996,880587
18G75|2006,52069,3976,41704,3976||||||909000,910849,915700,924077,929179
2AY7O|3902,836,454||||||945600,960647,966543
BTVR9|6718,454,66,215||||||877200,881916,892533,916456
BH4VS|2525,6300,154||||||869400,871052,875384
4EY9J|63073,3976,46899||||||876600,880735,888249
EIB0T|604,880,1010,645||||||864000,864663,865299,875358
TI7ZF|148,94,963,94||||||936000,948406,961759,975456
SNV05|4090,67,889||||||887400,897089,906817
UXDRH|836,963,97||||||871200,899760,916517
5DZ53|3498,158,56||||||886800,899034,911828
KHASP|495,7410,296||||||882000,889221,899024
YW5IX|249,158,745||||||869400,883946,884329
ACOBT|1450,963,2170||||||892200,903336,916143
F2F5N|89929,41704,3976||||||912600,913960,916840
DIYX0|249,158,2006,153||||||869400,884978,889148,896586
SQ0QQ|1927,880,604||||||885000,893676,895631
EA1ER|1192,155,154||||||868800,870232,884420
Z8YGC|54770,3976,4008||||||942000,947133,957163
LQGBU|8639,454,7410,179281||||||934800,952189,960610,960609
C2GSK|52069,63020,3976||||||897600,905927,912601
BF1Q2|296,54,8639||||||947400,957908,965301
C1QY9|6951,16234,153,3912,148||||||926400,928528,929951,940359,943082
Y401G|3414,1450,3414,97||||||915000,924324,933425,955356
ZL99U|41704,3976,52077||||||941400,945853,951056
GGK82|1735,94,154||||||868200,877851,886008
XA3SL|495,56,154,745||||||869400,875072,882931,890412
VF8ES|8639,16234,6951||||||935400,955724,957226
8VZ8K|8014,2006,7410||||||864600,867941,881941
NHD5X|155,154,54||||||923400,938137,949641
S8RWG|963,94,97||||||892200,905490,932230
DPG8S|715,1010,715||||||892800,893649,896976
AMNJ8|174,67,2215,215,67||||||864000,877523,888238,902379,910551
7OM7O|5910,6571,495||||||869400,874371,886248
29M0T|20514,158,3498||||||935400,939004,947239
ZOD05|7410,11158,154||||||866400,868975,880344
63P37|11158,3912,745||||||946200,953512,960811
09SGW|8014,3277,495,296||||||864000,872838,881503,888041
Q8QDS|20514,7410,2525,153||||||937200,947611,961480,967790
9C6D9|67,66,6951||||||885000,910970,914910
I3HZC|2170,97,2110||||||928200,943701,949327
70WTJ|3168,296,7410||||||933600,941783,958281
ECPNC|3902,66,67||||||949200,964828,992140
G358G|67,97,66||||||935400,952046,969895
OYUBQ|454,153,3902,836||||||869400,878726,883728,897769
9I60K|3976,41704,3976||||||928800,937761,943235
T355H|63073,3976,41704||||||903600,910258,920008
1YUZR|52077,52069,3976||||||939000,949041,951986
0XO2D|1302,67,215||||||883800,897945,907008
2T2G4|110682,215,67||||||880200,891239,899905
88D0T|69751,270024,3976,69758||||||873000,880317,888492,896796
NK7HL|7410,56,454||||||945000,951582,961383
X9PD3|270024,63073,270024||||||889200,893781,897311
FLOH5|2525,3976,41704||||||865200,864763,873047
JRU7N|154,153,52069||||||937800,948412,961328
YWD14|7268,106039,3976,69758||||||910200,913578,918491,927014
HLK3Y|97,997,97||||||877800,894904,913955
OZX25|857,67,174||||||871800,884157,897738
L83KK|1192,154,745||||||934200,948189,956539
ZPEAL|715,880,604,880||||||874800,873458,876381,878976
PSHYN|4090,67,66,2006||||||940200,949566,974053,988499
CX8AE|5910,745,148,56||||||911400,912454,915170,919566
CDYK0|6571,2525,745,56||||||924000,934014,938014,942467
BFW7J|997,174,97||||||866400,879838,891619
8E7FL|52077,47626,3976||||||916200,919552,926429
GO0K4|215,67,215||||||864600,874572,883612
DCSE0|5910,296,153||||||937800,937469,946342
1W1HT|179281,56,148,3912||||||877200,880796,894315,896791
1EC89|963,2215,215||||||942600,966629,978774
UQO1V|436,148,3660||||||882000,897797,909112
SHQBA|16234,56,436||||||930000,934044,950740
K2E58|296,16234,6951||||||945600,947542,950520
56AG3|130969,3976,54770||||||937200,939582,946316
ZDBG1|52199,69758,41704||||||881400,885974,890143
AFCO3|436,3912,745,2525||||||928200,929408,936568,940481
5PEPL|3976,41704,3976,63073||||||882600,892689,895322,904958
SH1Z9|215,67,1450||||||946200,956089,981301
V2IFW|47626,3976,69751,3976,52327||||||906600,912365,923809,930898,940078
24HBQ|7268,106039,46899||||||941400,947312,955106
B4YHB|153,2006,3660,153,3912,148||||||948600,959691,965183,970647,981226,982520
158OQ|249,158,436||||||869400,882064,895855
TIUWM|41704,3976,52327||||||910200,913773,925292
J3N6M|215,67,880,67||||||947400,955829,963318,978915
L9LAY|495,94,154||||||949800,974068,980237
ZXQ1K|52199,3976,270024||||||919200,922185,932800
6QWVG|3660,56,7410||||||871800,877738,884087
Z8FBZ|857,174,97||||||900000,910369,924511
X956J|8639,495,7410||||||944400,955718,963429
E7AJU|2110,1894,2110,1894,2110||||||930000,938057,946618,954658,960973
PVI2C|645,604,4090||||||938400,954384,960823
JOIEZ|7410,495,56,2525||||||884400,887045,893641,900175
KPS0D|52077,52069,3976||||||901800,909880,914145
OGKBP|3168,436,745||||||869400,878369,881315
G3XG0|14458,4008,41704||||||888000,893436,896240
OZOZE|63020,3976,52199||||||921600,929155,936859
B7UDB|2170,174,97||||||945000,961441,973301
MYRSV|63020,52069,3976||||||882000,887891,892304
RUR37|270024,3976,52069||||||886800,894024,902096
QH7PP|3660,158,3498||||||945000,962825,971353
YP9YP|296,3660,2006||||||886200,891407,900175
931K2|97,1894,97||||||878400,886750,902292
67OHX|3168,6300,5971||||||937800,943198,963241
LTDCL|1927,67,66,215||||||877200,887395,911472,936641
AP7DV|2006,11158,7410,296,2006||||||893400,894006,899839,908950,909798
I74KZ|3902,836,56,2110||||||949200,963321,971060,983711
DZ3G9|16244,46899,106039,3976||||||949200,955638,964496,968158
WLVA0|1192,154,5910||||||868800,881496,883050
W66V3|54,148,3912||||||944400,955778,960009
88YK9|889,97,2110||||||873000,893084,899867
TZ0YN|4008,52327,130969,52327||||||883200,888485,893536,895128
WROV6|3902,836,454||||||881400,895422,902107
399IW|97,1894,2110||||||873000,881139,888934
GO5AW|63020,3976,47626||||||931200,939950,947833
NTD7K|880,1302,67||||||944400,955388,967510
EE6P5|1927,67,880||||||877200,888922,896766
1KVTO|1010,715,67||||||934200,935934,955589
TUZHG|857,67,604||||||871800,885421,897951
4PLLG|158,495,296,8014||||||939000,950951,954789,967192
J5759|106039,46899,3976,41704||||||871800,878987,885544,896037
AWPQS|153,16234,6951||||||927000,929732,930634
JDCY9|69758,4008,69750||||||926400,930451,935291
E3SEM|153,56,2006||||||880800,888265,902868
BWGMP|2499,889,97||||||937800,943498,963630
D1W6R|127,153,7410,2006||||||871200,881167,890202,906303
7NEZV|115,16244,3976||||||873000,901412,908912
NAEHP|54,158,2006||||||868800,890420,895653
J4WLD|249,158,154,2006||||||869400,885220,887864,898544
PPM7O|115,155,1192||||||936600,953098,954949
K4U9M|436,3660,127||||||864000,866780,870381
ETUK1|836,94,963||||||894000,901216,912996
MCOUE|745,5971,7410||||||948000,963896,976614
CFR7C|106039,3976,69751||||||948600,955094,964487
BLEJG|7410,16234,2006||||||936600,942163,945195
L1LXK|52069,63020,3976,54770||||||892200,900734,909511,916845
IRY8X|1284,604,880||||||871800,880506,882261
3UXPA|69751,63073,3976||||||943800,949506,955800
6O1RP|1735,963,2110||||||870000,877000,886724
5YU3T|52199,3976,69751||||||881400,884086,894559
35N8C|1302,67,66||||||870000,883312,907568
40SQC|1894,97,215||||||918600,931684,946342
S737P|6951,16234,6951||||||940200,939090,938735
Q1HXG|5910,3277,495||||||945000,946318,952798
ZJGDG|94,963,97||||||936600,948730,963753
ZJJY8|315967,3976,4008||||||916200,920175,931626
PK9VO|3902,836,56||||||946800,962028,968344
IP0BQ|296,154,2006||||||899400,913223,922079
CUN91|2006,16234,454||||||869400,875226,877422
VOD71|155,154,2006||||||939600,951453,959994
IQ9VO|67,215,66||||||889800,901031,923645
83PLE|63073,3976,47626||||||940200,944301,954190
VCM2C|315967,3976,52327||||||916200,921539,931062
O1MGN|47626,3976,14458,3976||||||864600,871344,879757,885712
LAF0P|69751,63073,3976||||||875400,879639,884418
AZVW7|3414,66,454,7410||||||864600,872394,881330,887979
Z1797|97,2110,1894||||||891600,898939,909841
CNPTT|8014,495,56,495||||||946200,958695,965720,976959
56BFY|46899,3976,89929,3976||||||946200,950788,961868,967697
GIQ05|8639,16234,6951||||||940200,958766,960980
LCBIE|128,154,155||||||949200,969055,979602
8Z2GF|89929,3976,54770||||||885000,892280,900204
9BF1N|41704,3976,54770||||||922800,928761,934528
AYN2D|2110,1894,97||||||877200,886944,901426
JLP4L|14458,3976,52077,3976,16244||||||910200,915860,924092,927668,936253
4VCKU|155,154,11158||||||890400,905163,920095
D7KL9|106039,47626,3976,4008||||||909600,911901,918216,929136
WP6TA|436,158,154||||||919200,927800,931502
4U44Q|1735,94,174||||||917400,927012,949905
B41G8|857,67,997||||||886200,898670,908677
OLXCY|110682,215,66||||||880200,891195,914646
OLNNT|148,154,6951||||||869400,881354,888193
3N3BZ|8014,454,154||||||871800,888565,897273
UUJ7K|963,2170,889,215||||||919800,930925,950787,959779
8NYZH|1735,115,97||||||868800,877722,901128
KOF92|25140,52100,25140||||||916800,932255,935571
EWA5U|14458,41704,3976||||||890400,901413,906774
XWHTK|2525,5910,3735||||||946200,954930,967095
TPWY0|52077,3976,52327||||||914400,917341,926074
O7OPK|715,4090,67||||||867600,885546,893105
WLIWL|155,154,2006||||||890400,902766,912641
CU5X0|9590,215,66||||||872400,891873,915018
FH41A|1735,115,2499||||||868800,877601,896292
ZZ3H3|63073,3976,69750||||||902400,906155,914004
9847M|3912,115,66||||||867600,893048,901316
1WNGX|46899,69758,4008||||||874200,875822,879162
A280X|56,495,5910,495,154||||||925200,938697,943858,948274,959172
7IAHS|296,66,67||||||947400,961180,989455
M3N50|174,97,1894||||||876000,889145,894823
BUUKG|153,2006,6951||||||893400,904298,913238
2FIFW|154,158,2525||||||934200,939384,954893
D3IH6|6951,16234,6951||||||874800,874781,876188
DUHBX|6951,16234,56||||||886200,886049,891015
QUSSJ|14458,3976,46899||||||875400,880635,888922
6J5Q1|5910,495,6300||||||939000,944614,945949
2J07I|1894,2110,97,2110||||||865200,871417,882775,889680
F9SPQ|2006,54,153,454,836||||||864600,877349,882927,888599,895652
ZANEO|215,66,67||||||935400,958022,983141
PAVAJ|56,11158,7410||||||864600,876015,880725
0VP1D|1927,67,4090||||||874200,886527,891574
J002J|454,5971,836,963||||||864600,878617,892004,917988
QZGH2|69751,63073,3976||||||904200,906900,911708
CT5MO|1450,154,836,5910||||||871200,882332,889227,907415
J2G43|5971,836,495,3912||||||935400,951309,962999,970762
I3XAW|54770,52077,130969,52327||||||891600,902509,910511,914593
36MV3|94,963,1450||||||872400,886628,898201
RDPMB|1450,174,67||||||916800,938546,951989
GEZQ0|47626,3976,41704||||||916800,921711,931233
Z30ZB|16242,6300,5971||||||938400,939646,958988
KYYDU|3976,270024,3976||||||883800,896993,903662
N95R3|836,154,6951||||||945600,956303,962953
JQA0P|997,2170,67||||||945600,961875,982160
H3WQA|174,67,604||||||941400,954579,966618
590EM|52069,52077,52069||||||901800,907208,917244
RBSV5|5971,6571,6300||||||865200,874239,881023
ILQPB|5971,153,3660||||||882600,895096,897966
95CEE|6571,56,8014||||||924000,949487,961646
QDGBK|67,1450,963||||||864000,888638,900062
FB2VI|836,16234,3735||||||911400,933217,952250
JSV0Z|2215,215,67||||||926400,940649,949629
9XYTC|2499,97,1894||||||870600,883357,891836
OPG8U|174,889,97||||||877200,890971,911716
8WHFA|296,158,56||||||934800,943504,955544
EUUR6|296,127,158||||||866400,869952,878007
3LIQA|3660,2006,148,2525||||||874200,883664,886279,894948
DNRB3|14458,4008,3976||||||876600,881011,885737
CGXU5|46899,3976,41704||||||868800,875655,886089
BY2BX|14458,3976,41704||||||885600,892156,900924
2R48T|745,153,2006,745||||||872400,876689,887447,890849
U0MRU|69751,270024,3976||||||937800,943836,950748
0UE07|174,963,2215,2499||||||929400,941376,965169,979103
X2X02|3912,56,2525,495||||||949800,954853,962234,963525
UH3DR|5971,5910,495||||||933600,948166,952747
9DHSZ|2499,97,2110||||||882600,894500,903463
N16DB|1192,66,6951||||||875400,877184,883529
J2QP8|889,97,1894||||||886800,907672,915733
9RK7Z|52199,3976,270024||||||897600,902064,913711
E7T0T|66,436,154||||||871200,877434,881691
F997E|745,454,56||||||947400,953287,958408
MPQ0H|16244,3976,52327||||||927000,931599,940773
820CI|315967,3976,52199||||||916200,919738,927061
UYKTK|97,1894,97||||||892800,900158,915599
6U8UE|6571,8639,454||||||933600,949660,969378
FHLGE|16244,3976,63020||||||904800,909572,917546
RJZK0|2110,1894,2110||||||866400,875548,884150
XOZV4|3660,127,153||||||876000,880971,891041
005S1|89929,69750,3976,52327||||||899400,907634,914483,924254
PUWFB|3660,495,56||||||933000,943606,949685
E6B8R|3168,495,179281||||||943200,956055,964427
GKFL5|174,963,154||||||877200,887817,903111
QJR6J|154,3414,1450||||||864000,863933,873205
804BF|153,56,153||||||893400,900156,906886
GF0G4|2499,66,215||||||937800,957612,983269
CB1YN|997,66,67||||||902400,925153,952948
9EVQB|56,745,56||||||878400,885824,889764
3SDYG|2170,67,66||||||874200,894103,920440
33HW8|1192,115,2170,174||||||918600,936322,947680,964668
C4K9B|130969,4008,41704||||||880800,892663,898358
GKMQ8|495,6300,54||||||948600,950756,952809
2HZTE|52077,3976,63073||||||922800,926164,936023
NGIXM|47626,41704,3976||||||939600,945895,949866
UJUFO|5971,7410,56||||||939600,952538,961100
DE12W|270024,3976,47626,41704||||||865800,871890,881816,886905
HCK9Z|2006,3735,6951||||||878400,888510,898213
50JYO|270024,3976,41704||||||887400,893901,905019
UG7BB|89929,3976,4008||||||888000,894529,902986
T22TH|1284,880,604,67||||||871800,877946,881854,894032
PYBUX|16242,153,127,153||||||938400,948736,951271,963556
BGB2Q|963,997,963||||||891600,908633,927842
DGSIR|46899,3976,41704||||||911400,917494,927277
6LI07|67,158,3498,436||||||889200,901635,909471,923228
8TR98|495,2006,148||||||876000,885090,887928
VXD2Z|128,5910,154||||||936000,937122,947480
IMJYJ|3912,94,495,745,454||||||867000,871694,875971,880467,886525
TXJLV|215,1450,3414||||||916200,940583,946508
IJZS9|495,2525,154||||||876600,880028,894781
1IPJJ|3277,5910,3912||||||934200,935392,942956
GLJRA|11158,153,2006||||||895200,906032,915170
N6Y83|6718,158,16234||||||924000,944682,960044
B0014|52327,3976,89929||||||925800,930622,941343
UV1FI|47626,52069,14458||||||908400,914904,918248
T57GO|1284,67,215||||||891600,908984,917363
856WP|155,154,16234||||||939600,954501,956715
R6H2U|148,154,745||||||875400,883992,891838
IJNN0|14458,41704,69750||||||901200,909323,915077
YMZLO|2525,154,2006||||||886800,900001,907934
F8T3K|1302,67,215||||||882000,894061,905210
5R7A2|2006,3735,7410||||||879600,890339,900968
31YIH|3414,97,1894||||||870000,889889,898156
UJT70|130969,69758,89929||||||900600,902369,906113
54XR8|1894,2110,97,963||||||884400,892722,904032,919658
P82QZ|3976,52069,54770,52069||||||921600,927029,931797,936807
JMC9Q|127,11158,495||||||901800,924097,926090
WFZIW|2110,97,1894||||||894600,906793,913793
T860X|6571,54,158||||||876000,880402,903509
Y1N77|52199,4008,52327,3976,41704,3976||||||928800,940367,945557,948930,956797,960038
IGGN9|153,56,745||||||889200,896824,906874
H0UNL|997,67,97||||||894600,901343,919575
ENVS9|1927,67,215,67||||||948600,960763,969872,977411
3DB29|4605,16244,3976||||||921600,921622,927348
E93N2|106039,3976,41704,3976||||||909600,914536,923800,927447
QD102|5910,94,454,56||||||945600,974080,983082,988109
49EKY|1927,67,97||||||885000,894741,914060
8XGYH|6571,495,7410||||||883200,893902,899955
2QJI4|110682,215,889||||||880200,892425,896472
0J0DW|16234,56,5910||||||943800,946692,949926
8X8L0|52077,3976,69750||||||924000,929455,938727
2SEHE|5971,16234,2006||||||937800,949409,952121
Q7ZFV|2525,153,8014||||||876600,882053,887571
ZKICW|56,2006,148||||||936000,950497,954719
ZJ719|52069,3976,52327||||||914400,917800,928672
0982N|52069,3976,130969||||||930600,936109,943555
OJALB|52199,69758,4008,3976,41704||||||886800,889567,892995,897068,907054
LS3CD|16244,106039,3976||||||889800,894236,898904
31D1K|6571,6300,6718||||||930600,935619,952166
AHIAP|154,56,8014||||||872400,879768,892238
8BYTE|454,745,7410||||||944400,946642,953031
RMOZL|296,215,67,66||||||945600,971929,979975,1004219
LEIEK|1010,1302,67||||||869400,870650,882424
101YQ|56,495,7410||||||874200,886711,892324
NK0K7|25140,52100,25140||||||916800,931390,933603
F4HN6|3735,56,7410||||||866400,870515,876679
VS4F8|1010,715,1010||||||869400,871500,872750
46U15|158,436,56||||||904200,917222,930650
LVQBR|16242,56,154||||||879000,885778,893030
9MYUQ|2525,153,56||||||867000,873118,878474
OFQ3W|1192,154,158||||||875400,886285,892601
69QAZ|1450,97,215||||||895800,914832,932892
3QOI5|2215,174,857||||||883200,893728,902879
QVKIZ|69750,3976,270024||||||918600,922722,934381
FN33V|16242,153,454||||||865200,875252,879691
SUVYK|7410,296,153||||||873000,880804,888897
H75NI|63020,46899,3976,63020||||||912000,924361,931432,939344
AYCDY|153,836,2006||||||891600,899451,901594
6OKGK|454,3912,56||||||935400,942295,950381
0UE99|6718,158,6718,153,154||||||945000,966189,966908,982574,990254
R1B20|3660,2006,745||||||865800,877046,880505
P8ZTP|3660,454,836||||||942600,948183,955098
TXSNH|2807,963,94||||||865800,874002,887781
UL1RS|2215,963,97||||||915000,932269,948775
SD1WC|154,7410,56||||||925800,928385,934495
IS1BW|6300,3660,94||||||941400,942237,962030
U7PGG|4605,16244,46899||||||928200,928200,933398
HQR6F|215,67,66||||||882000,889145,912495
4EV13|69758,3976,270024||||||912600,921526,931951
NT1JB|69758,52199,3976||||||906000,908513,911068
BR88U|8639,8014,495||||||934200,948028,959982
J9YCS|3976,106039,3976,52327,3976||||||888600,896913,902922,914181,917234
J8FN2|8014,495,56||||||881400,896522,901935
X05H3|215,66,115||||||871200,894360,902942
81HRU|1284,67,66,67||||||872400,890533,916884,942565
U63YR|128,153,2006||||||866400,871122,880204
Z3G4J|41704,3976,4008||||||891000,896546,907559
P30L1|3277,148,154||||||948600,963034,972687
JBEO4|2215,963,1450||||||904800,921128,932158
EI2LI|89929,3976,52327||||||883800,889681,899019
VXF82|3277,5910,745,148,3912||||||947400,948951,949384,952667,956612
X82UF|2499,66,8639||||||892200,913139,930437
6UYPV|47626,54770,3976||||||943800,945754,950715
7C9PH|4605,106039,3976||||||898200,896600,903098
I53CD|4090,1284,67||||||893400,893620,912119
D9N1O|3277,94,158,3498||||||875400,882543,889808,898525
2A8U9|155,154,7410,153||||||883200,896336,897859,901604
MQQ74|857,67,66||||||910200,923178,949180
1TEE1|6571,3660,153||||||877200,888826,892783
HLSZM|97,174,97||||||874800,886981,898416
NOJMG|52327,3976,63020||||||924600,929770,939750
JXI9B|89929,41704,3976||||||926400,926088,931595
7F6FD|2525,454,154,153||||||879600,887649,894333,902878
BV46M|836,154,158||||||948000,958328,965469
F4LN5|46899,106039,3976||||||927000,934180,938169
7LZG3|5910,836,2006||||||931800,942373,943580
H1M3J|20514,3912,148||||||936600,942748,945253
19KEG|5910,495,7410||||||929400,933393,941804
W8BOT|16244,3976,41704,52327,41704,3976||||||920400,927741,937933,942578,944708,947373
G4XV3|1927,67,857||||||885000,897033,910509
BC2SW|2215,963,94||||||915000,931630,944604
Y9KVG|3660,495,127||||||943800,951929,961657
VN6VD|4605,16244,3976||||||928200,928065,933622
T2XZ5|14458,3976,52327||||||930000,933902,945648
OWWSA|3660,153,7410,3912||||||942600,948511,958505,959264
G345K|3414,963,94,97,963||||||945000,955289,966141,992333,1008746
V0AKJ|52199,41704,130969,3976||||||897600,899905,905563,910333
ZUY84|2170,97,2499||||||931200,946360,959320
GHM56|14458,3976,130969||||||906000,911935,920910
9ARAU|1450,67,174||||||872400,897135,908570
2GZR7|154,7410,3735||||||943800,945397,947572
CRGB9|115,1735,1450||||||873000,883956,895069
KZHCM|296,215,67||||||871800,900275,908551
QP6I0|20514,56,3498||||||936600,959137,980394
L4JM0|5910,745,56,495,7410,836||||||936000,938110,942893,955145,960526,960058
B63V1|154,54,8014||||||934800,945729,955382
PX16F|14458,69750,3976||||||886200,890917,896332
YNHCC|41704,16244,3976||||||900000,900891,905724
OVCS4|130969,3976,52077||||||912000,915365,923012
DEI1W|148,3912,153,56||||||948000,952354,957590,964091
35TWS|315967,3976,52327||||||921000,924738,935530
X6I62|115,66,67||||||892200,901122,927128
MWE77|52069,63020,3976||||||903000,909890,916197
RV23U|296,66,154||||||877200,891927,901358
94SGF|69750,3976,52069||||||867600,871456,878349
ER5XE|3277,2525,745||||||888000,888003,893012
CADUV|69758,41704,3976||||||937800,939621,944879
7DSRL|4008,3976,52069||||||877200,880522,887756
ZYTKW|6300,148,158,454||||||948600,956651,976756,992102
M1V39|46899,3976,69758||||||942600,949772,958278
MY6QR|54770,41704,270024||||||919800,928097,943901
RPE2X|128,153,454||||||949200,955339,962094
84W5P|9590,215,66||||||946200,965659,989525
20KZP|436,154,2006,3660||||||875400,877307,887908,893744
5F1YU|155,1192,155||||||925200,924961,927183
1GIGU|2215,215,66,67||||||888000,901542,927089,951895
N6675|8014,2006,153||||||864600,870893,876187
MUHJ2|54,745,454||||||876600,880056,885080
OPZZR|604,1284,67||||||864000,877322,895523
XHCYE|63020,3976,69751||||||893400,901283,912256
IGATJ|67,889,67,215||||||871200,881910,893445,902670
GF39W|66,889,215,174,67,66||||||925800,952010,961037,969630,983905,1010150
0EQ8O|6571,6300,495||||||883200,888596,893010
N8IFT|66,436,3498||||||894000,899991,909770
UL0OP|436,745,7410||||||936000,942039,946268
BF1VG|6300,495,56||||||871800,877632,885516
G1HB3|63073,3976,41704||||||916200,920837,930053
MZAKG|56,2525,56||||||865800,870425,876329
52T2P|148,128,3912,148||||||936600,945017,954092,956072
OFG78|69750,41704,4008||||||949800,958127,966411
NE6IT|1192,155,6718||||||928800,928595,945470
9LZH3|7268,106039,3976||||||905400,910625,915318
S0KB6|11158,148,3912||||||921000,930372,931740
