poiID,poiCat,poiLon,poiLat
836,Parks & Outdoors:Plaza / Square,-73.9836072922,40.7537591455
1894,Travel:Hotel,-97.7389279,30.2649556
16242,Food:Coffee Shop,-73.991113,40.6862489
3660,Parks & Outdoors:Park,-73.966999054,40.7807364089
155,Travel:Train Station,-77.0064353943,38.8977798696
110682,Parks & Outdoors:Basketball Court,-118.415,33.9829
63020,Food:Coffee Shop,127.0275622,37.4991846
2215,Travel:Airport:Terminal,-122.592959404,45.5891162891
296,Home / Work / Other:Gym / Fitness:Track,-73.9935207367,40.7034807357
436,Travel:Hotel,-73.9883708954,40.7458589105
25140,Travel:Train Station,4.4686460495,51.9248168214
3277,Food:Coffee Shop,-73.9899308,40.7331076
2499,Travel:Airport,-112.002182007,33.4365268902
4090,Travel:Subway,-122.4017591,37.7890206
4008,Home / Work / Other:Government:Monument / Landmark,139.7666502,35.681387437
128,Food:Coffee Shop,-74.004793,40.741964
715,Shops:Food & Drink:Grocery / Supermarket,-122.43288517,37.8045623549
115,Travel:Airport,-77.0435357094,38.853344487
5971,Food:French,-73.9930915833,40.7479072097
158,Arts & Entertainment:Stadium,-73.9934778214,40.7504918782
127,Arts & Entertainment:Art Gallery,-73.9775562286,40.7613658922
604,Shops:Technology,-122.438191,37.800487
3168,Food:Café,-73.9743606,40.7538157
54,Home / Work / Other:Corporate / Office:Tech Startup,-73.9911818504,40.7282750809
4605,Food:Sandwiches,-111.84032,39.677984
2525,Parks & Outdoors:Other - Parks & Outdoor,-73.9976406097,40.7308361219
270024,Travel:Highway / Traffic,139.119234681,36.2543249823
52199,Travel:Subway,139.622714147,35.4661839368
5910,Shops:Food & Drink:Grocery / Supermarket,-73.9905595779,40.7365269713
2006,Parks & Outdoors:Plaza / Square,-73.986954689,40.7559697428
9590,Food:Coffee Shop,-118.469994,34.065051
3735,Food:Coffee Shop,-73.97312,40.761239
315967,Shops:Food & Drink:Grocery / Supermarket,131.596266031,33.2452603973
6951,Travel:Highway / Traffic,-74.0116739273,40.7635112274
1735,Travel:Airport,-83.3562970161,42.207795005
3498,Arts & Entertainment:Other - Entertainment,-74.0056874,40.7405341
89929,Travel:Train Station:Train,139.701161385,35.658656147
69751,Travel:Highway / Traffic,135.721923,34.943075
6571,Home / Work / Other:Gym / Fitness,-73.9901089668,40.732718221
1192,Food:Coffee Shop,-77.0422757,38.901247
1927,Parks & Outdoors:Bridge,-122.478590012,37.819480227
20514,Home / Work / Other:Corporate / Office,-73.9849844,40.7418973
1302,Food:Coffee Shop,-122.4140773,37.7524855
179281,Home / Work / Other:Corporate / Office,-73.989379406,40.7368074363
997,Travel:Airport,-117.199745178,32.7320575016
6718,Arts & Entertainment:Stadium,-73.9263367653,40.8296007235
15675,Food:Coffee Shop,-75.1570834,39.9425917
52077,Home / Work / Other:Other - Buildings,126.898087263,37.4854750657
